ncessch,schnam,leanm,member,white,totfrl,lstree,lcity,lstate,lzip,coname,type,status,level,latitude,longitude,id,route_id,state_code,through_la,f_system_v,aadt_vn,distance,geom
120039000570,NAUTILUS MIDDLE SCHOOL,DADE,1026,238,771,4301 NORTH MICHIGAN AVE,MIAMI BEACH,FL,33140,MIAMI-DADE COUNTY,1,1,2,25.815000,-80.134700,155984,87004000,12,4,1,104779,266.15480703,0101000020E61000005BB1BFEC9E0854C0713D0AD7A3D03940
120039000577,PONCE DE LEON MIDDLE SCHOOL,DADE,1106,78,882,5801 AUGUSTO ST,CORAL GABLES,FL,33146,MIAMI-DADE COUNTY,1,1,2,25.715800,-80.271000,157321,87030000,12,6,3,79232,288.05145466,0101000020E6100000D34D6210581154C0107A36AB3EB73940
120039000587,WEST MIAMI MIDDLE SCHOOL,DADE,924,16,839,7525 SW 24TH ST,MIAMI,FL,33155,MIAMI-DADE COUNTY,1,1,2,25.749100,-80.318400,162733,87260000,12,11,2,212000,154.60337831,0101000020E6100000F8C264AA601454C0006F8104C5BF3940
120039000592,HIALEAH-MIAMI LAKES SENIOR HIGH,DADE,1684,61,1369,7977 WEST 12TH AVE,HIALEAH,FL,33014,MIAMI-DADE COUNTY,1,1,3,25.896900,-80.305700,163850,87300000,12,6,2,56500,144.86477839,0101000020E6100000C898BB96901354C04BC8073D9BE53940
120039000600,MIAMI EDISON SENIOR HIGH SCHOOL,DADE,886,4,785,6161 NW 5TH CT,MIAMI,FL,33127,MIAMI-DADE COUNTY,1,1,3,25.831500,-80.202900,163351,87270000,12,8,1,196000,283.70872266,0101000020E6100000F0164850FC0C54C0BE9F1A2FDDD43940
120039000601,MIAMI JACKSON SENIOR HIGH SCHOOL,DADE,1485,12,1347,1751 NW 36TH ST,MIAMI,FL,33142,MIAMI-DADE COUNTY,1,1,3,25.810100,-80.226400,155866,87003000,12,8,2,108500,228.89237034,0101000020E61000001FF46C567D0E54C0567DAEB662CF3940
120039000607,MIAMI SPRINGS SENIOR HIGH SCHOOL,DADE,1763,98,1409,751 DOVE AVE,MIAMI SPRINGS,FL,33166,MIAMI-DADE COUNTY,1,1,3,25.830700,-80.294700,160162,87090000,12,6,3,57000,233.60513665,0101000020E61000006688635DDC1254C086C954C1A8D43940
120039001443,SCHOOL FOR ADVANCED STUDIES - SOUTH,DADE,239,42,99,11011 SW 104TH ST T706,MIAMI,FL,33176,MIAMI-DADE COUNTY,1,1,3,25.672300,-80.374100,153951,87000066,12,6,4,51000,13.31169203,0101000020E6100000C05B2041F11754C0CE1951DA1BAC3940
120039002054,DEVON AIRE K-8 CENTER,DADE,1523,180,795,10501 SW 122ND AVE,MIAMI,FL,33186,MIAMI-DADE COUNTY,1,1,1,25.669100,-80.390700,164315,87471000,12,6,2,98000,262.13638075,0101000020E610000005A3923A011954C0ECC039234AAB3940
120039002808,SOUTH POINTE ELEMENTARY SCHOOL,DADE,588,230,300,1050 4TH ST,MIAMI BEACH,FL,33139,MIAMI-DADE COUNTY,1,1,1,25.773200,-80.138800,158748,87060000,12,6,3,83000,219.36747275,0101000020E6100000D42B6519E20854C06744696FF0C53940
120039002988,BARBARA GOLEMAN SENIOR HIGH,DADE,1691,122,1145,14100 NW 89TH AVE,MIAMI LAKES,FL,33018,MIAMI-DADE COUNTY,1,1,3,25.901100,-80.345200,159531,87075000,12,8,1,120000,236.88725619,0101000020E610000012A5BDC1171654C0F46C567DAEE63940
120039003051,PAUL W. BELL MIDDLE SCHOOL,DADE,493,8,462,11800 NW 2ND ST,MIAMI,FL,33182,MIAMI-DADE COUNTY,1,1,2,25.769600,-80.387400,164412,87471000,12,8,2,150000,186.99766016,0101000020E61000001B9E5E29CB1854C069006F8104C53940
120039003341,MATER ACADEMY,DADE,747,8,677,7700 NW 98TH ST,HIALEAH GARDENS,FL,33016,MIAMI-DADE COUNTY,1,1,1,25.862200,-80.323500,162866,87260000,12,10,2,241000,73.65455862,0101000020E610000062105839B41454C0789CA223B9DC3940
120039003556,FLORIDA INT'L ACADEMY CHARTER,DADE,320,1,298,13400 NW 28TH AVE,OPA LOCKA,FL,33054,MIAMI-DADE COUNTY,1,1,2,25.896400,-80.244900,162551,87240000,12,6,3,58500,154.53443008,0101000020E610000096B20C71AC0F54C068226C787AE53940
120039003559,JOSE DE DIEGO MIDDLE SCHOOL,DADE,638,10,593,3100 NW 5TH AVE,MIAMI,FL,33127,MIAMI-DADE COUNTY,1,1,2,25.805300,-80.204300,163311,87270000,12,10,1,220000,195.24451111,0101000020E6100000A9A44E40130D54C003780B2428CE3940
120039003562,BOOKER T. WASHINGTON SENIOR HIGH,DADE,894,12,821,1200 NW 6TH AVE,MIAMI,FL,33136,MIAMI-DADE COUNTY,1,1,3,25.786400,-80.204700,162083,87200000,12,4,1,172000,252.71027732,0101000020E6100000705F07CE190D54C00C93A98251C93940
120039003833,MATER ACADEMY EAST CHARTER,DADE,635,10,542,450 SW 4TH ST,MIAMI,FL,33130,MIAMI-DADE COUNTY,1,1,1,25.769800,-80.202300,163265,87270000,12,7,1,163000,255.5979357,0101000020E6100000C5FEB27BF20C54C0F775E09C11C53940
120039003834,DOWNTOWN MIAMI CHARTER SCHOOL,DADE,653,13,563,305 NW 3RD AVE,MIAMI,FL,33128,MIAMI-DADE COUNTY,1,1,1,25.777100,-80.199200,163276,87270000,12,7,1,163000,49.60710076,0101000020E61000003F575BB1BF0C54C0BBB88D06F0C63940
120039003838,MATER ACADEMY CHARTER HIGH,DADE,1723,37,1355,7901 NW 103RD ST,HIALEAH GARDENS,FL,33016,MIAMI-DADE COUNTY,1,1,3,25.868400,-80.325700,162874,87260000,12,8,2,188500,275.36735019,0101000020E6100000A913D044D81454C0AED85F764FDE3940
120039003972,MIAMI CHILDREN'S MUSEUM CHARTER SCHOOL,DADE,309,78,122,980 MACARTHUR CSWY,MIAMI,FL,33132,MIAMI-DADE COUNTY,1,1,1,25.784700,-80.176400,158714,87060000,12,6,3,77000,113.39361072,0101000020E6100000ECC039234A0B54C0D42B6519E2C83940
120039004069,YOUTH CO-OP CHARTER SCHOOL,DADE,745,6,579,7700 WEST 20TH AVE,HIALEAH,FL,33016,MIAMI-DADE COUNTY,1,1,1,25.892900,-80.325700,162897,87260000,12,8,2,195000,219.29145868,0101000020E6100000A913D044D81454C031992A1895E43940
120039004070,THEODORE R. AND THELMA A. GIBSON CHARTER SCHOOL,DADE,242,0,239,1698 AND 1682 NW 4TH AVE,MIAMI,FL,33136,MIAMI-DADE COUNTY,1,1,1,25.791100,-80.201900,163294,87270000,12,6,1,220000,260.85465097,0101000020E6100000FE43FAEDEB0C54C098DD938785CA3940
120039004335,DR. CARLOS J. FINLAY ELEMENTARY,DADE,513,9,445,851 SW 117TH AVE,MIAMI,FL,33184,MIAMI-DADE COUNTY,1,1,1,25.759000,-80.381700,160775,87120000,12,6,3,60000,224.62904486,0101000020E61000008638D6C56D1854C0FCA9F1D24DC23940
120039005494,MATER PERFORMING ARTS & ENTERTAINMENT ACADEMY,DADE,239,9,177,7901 NW 103RD ST,HIALEAH GARDENS,FL,33016,MIAMI-DADE COUNTY,1,1,3,25.868200,-80.325800,162874,87260000,12,8,2,188500,286.01163972,0101000020E61000005B423EE8D91454C02063EE5A42DE3940
120039006019,MATER GARDENS ACADEMY,DADE,566,20,296,9010 NW 178TH LN,HIALEAH,FL,33018,MIAMI-DADE COUNTY,1,1,1,25.935500,-80.349000,159575,87075000,12,8,1,120000,141.72151671,0101000020E610000075931804561654C0736891ED7CEF3940
120039006753,MATER GARDENS ACADEMY MIDDLE SCHOOL,DADE,234,23,127,9010 NW 178TH LN,HIALEAH,FL,33018,MIAMI-DADE COUNTY,1,1,2,25.935400,-80.349100,159575,87075000,12,8,1,120000,131.26256822,0101000020E610000027C286A7571654C0ACADD85F76EF3940
120039007271,BEN GAMLA CHARTER SCHOOL,DADE,248,95,82,11155 SW 112TH AVE,MIAMI,FL,33176,MIAMI-DADE COUNTY,1,1,1,25.666000,-80.371700,156027,87005000,12,6,2,79000,98.64318503,0101000020E610000016FBCBEEC91754C0D122DBF97EAA3940
120039007278,TURNER/GUILFORD/KNIGHT,DADE,41,1,20,7000 NW 41ST ST,MIAMI,FL,33166,MIAMI-DADE COUNTY,4,1,4,25.811400,-80.310400,162374,87220000,12,6,3,64000,234.73052008,0101000020E61000006B2BF697DD1354C072F90FE9B7CF3940
120039007496,LAW ENFORCEMENT OFFICERS MEMORIAL HIGH SCHOOL,DADE,355,20,274,300 NW 2ND AVE,MIAMI,FL,33128,MIAMI-DADE COUNTY,1,1,3,25.777000,-80.197800,163276,87270000,12,7,1,163000,189.54777411,0101000020E610000086C954C1A80C54C0F4FDD478E9C63940
120039007511,SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CAM,DADE,474,53,73,5876 SW 68TH ST,SOUTH MIAMI,FL,33143,MIAMI-DADE COUNTY,1,1,1,25.707700,-80.289300,157307,87030000,12,6,3,79000,261.09402423,0101000020E6100000E6AE25E4831254C01361C3D32BB53940
120039007516,CITRUS HEALTH SIPP/CRISIS,DADE,14,1,5,4175 WEST 20TH AVE,HIALEAH,FL,33012,MIAMI-DADE COUNTY,4,1,4,25.859800,-80.321600,162864,87260000,12,10,2,241000,109.68858349,0101000020E610000031992A18951454C0CE1951DA1BDC3940
120039007533,NORMAN S. EDELCUP/SUNNY ISLES BEACH K-8,DADE,1868,791,685,201 182ND DR,SUNNY ISLES BEACH,FL,33160,MIAMI-DADE COUNTY,1,1,1,25.944900,-80.123100,158898,87060000,12,6,3,58500,202.20080169,0101000020E6100000CE88D2DEE00754C08BFD65F7E4F13940
120039007542,MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY,DADE,485,10,183,16150 NE 17TH AVE,NORTH MIAMI BEACH,FL,33162,MIAMI-DADE COUNTY,4,1,3,25.923600,-80.164700,161732,87170000,12,6,3,60500,255.11672336,0101000020E6100000AD69DE718A0A54C0EA95B20C71EC3940
120039007554,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI,DADE,113,24,8,5876 SW 68TH ST,SOUTH MIAMI,FL,33143,MIAMI-DADE COUNTY,1,1,2,25.707700,-80.289300,157307,87030000,12,6,3,79000,261.09402423,0101000020E6100000E6AE25E4831254C01361C3D32BB53940
120039007572,HIGHLY INQUISITIVE & VERSATILE (HIVE) PREPARATORY,DADE,451,13,351,5855 NW 171ST ST,HIALEAH,FL,33015,MIAMI-DADE COUNTY,1,1,1,25.928700,-80.293500,155777,87002000,12,6,3,54500,15.65473411,0101000020E6100000105839B4C81254C092CB7F48BFED3940
120039007599,MIAMI ARTS CHARTER,DADE,704,169,139,3900 BISCAYNE BLVD,MIAMI,FL,33137,MIAMI-DADE COUNTY,1,1,4,25.813900,-80.189600,155932,87004000,12,6,1,123500,280.10270337,0101000020E610000095D40968220C54C0E3361AC05BD03940
120039007748,ISAAC: INTEGRATED SCIENCE AND ASIAN CULTURE ACADEM,DADE,25,9,3,5876 SW 68TH ST,SOUTH MIAMI,FL,33143,MIAMI-DADE COUNTY,1,1,1,25.707700,-80.289300,157307,87030000,12,6,3,79000,261.09402423,0101000020E6100000E6AE25E4831254C01361C3D32BB53940
120039007811,INTERNATIONAL STUDIES PREPARATORY ACADEMY,DADE,261,32,139,1570 MADRUGA AVE,CORAL GABLES,FL,33146,MIAMI-DADE COUNTY,1,1,3,25.707000,-80.284300,157308,87030000,12,6,3,79000,152.91568791,0101000020E61000002E90A0F8311254C0A245B6F3FDB43940
120039007815,PINECREST COVE ACADEMY,DADE,716,12,361,4101 SW 107TH AVE,MIAMI,FL,33165,MIAMI-DADE COUNTY,1,1,1,25.731200,-80.366200,157975,87044000,12,6,3,54500,129.55467173,0101000020E6100000E5F21FD26F1754C0D0D556EC2FBB3940
120039007871,SECONDARY STUDENT SUCCESS CENTER 801,DADE,43,2,40,7977 WEST 12TH AVE,HIALEAH,FL,33014,MIAMI-DADE COUNTY,4,1,4,25.896300,-80.305700,163850,87300000,12,6,2,56500,209.68743222,0101000020E6100000C898BB96901354C0A167B3EA73E53940
120039007914,MATER BRICKELL PREPARATORY ACADEMY,DADE,173,11,38,2805 SW 32ND AVE,MIAMI,FL,33133,MIAMI-DADE COUNTY,1,1,1,25.738600,-80.245000,157355,87030000,12,6,3,87500,131.53644404,0101000020E610000048E17A14AE0F54C05BD3BCE314BD3940
120039007928,FLORIDA INTERNATIONAL ELEMENTARY ACADEMY,DADE,464,1,449,13400 NW 28TH AVE,OPA LOCKA,FL,33054,MIAMI-DADE COUNTY,1,1,1,25.896400,-80.244900,162551,87240000,12,6,3,58500,154.53443008,0101000020E610000096B20C71AC0F54C068226C787AE53940
120039007935,MATER GROVE ACADEMY,DADE,135,5,52,2805 SW 32ND AVE,MIAMI,FL,33133,MIAMI-DADE COUNTY,1,1,1,25.738600,-80.245000,157355,87030000,12,6,3,87500,131.53644404,0101000020E610000048E17A14AE0F54C05BD3BCE314BD3940
120039007938,RAMZ ACADEMY K-5 MIAMI CAMPUS,DADE,186,4,130,2609 NW 7TH ST,MIAMI,FL,33125,MIAMI-DADE COUNTY,1,1,1,25.779800,-80.238600,162452,87240000,12,6,3,63000,75.2337668,0101000020E6100000D734EF38450F54C0BA6B09F9A0C73940
120039007939,"RAMZ ACADEMY 6-8 MIDDLE, MIAMI CAMPUS",DADE,128,2,75,2609 NW 7TH ST,MIAMI,FL,33125,MIAMI-DADE COUNTY,1,1,2,25.779800,-80.238600,162452,87240000,12,6,3,63000,75.2337668,0101000020E6100000D734EF38450F54C0BA6B09F9A0C73940
120039008125,YOUTH CO-OP PREPARATORY HIGH SCHOOL,DADE,120,4,84,7700 WEST 20 AVE,HIALEAH,FL,33016,MIAMI-DADE COUNTY,1,1,3,25.892900,-80.325700,162897,87260000,12,8,2,195000,219.29145868,0101000020E6100000A913D044D81454C031992A1895E43940
120039008270,MATER VIRTUAL ACADEMY CHARTER MIDDLE/HIGH SCHOOL,DADE,12,2,6,7901 NW 103RD ST,HIALEAH GARDENS,FL,33016,MIAMI-DADE COUNTY,1,3,4,25.868200,-80.325600,162874,87260000,12,8,2,188500,265.97379074,0101000020E6100000F7E461A1D61454C02063EE5A42DE3940
120048000638,CENTRAL RIVERSIDE ELEMENTARY SCHOOL,DUVAL,399,66,212,2555 GILMORE ST,JACKSONVILLE,FL,32204,DUVAL COUNTY,1,1,1,30.318800,-81.692000,120948,72270000,12,7,1,113000,196.88595098,0101000020E61000003F355EBA496C54C0FDF675E09C513E40
120048000655,WHITEHOUSE ELEMENTARY SCHOOL,DUVAL,448,330,280,11160 GENERAL AVE,JACKSONVILLE,FL,32220,DUVAL COUNTY,1,1,1,30.311500,-81.847800,120775,72270000,12,6,1,50500,267.41600618,0101000020E61000002063EE5A427654C039B4C876BE4F3E40
120048000675,RAMONA BOULEVARD ELEMENTARY SCHOOL,DUVAL,393,74,306,5540 RAMONA BLVD,JACKSONVILLE,FL,32205,DUVAL COUNTY,1,1,1,30.312700,-81.742500,120887,72270000,12,6,1,97500,298.39211472,0101000020E6100000EC51B81E856F54C08E75711B0D503E40
120048000682,ENGLEWOOD ELEMENTARY SCHOOL,DUVAL,420,144,264,4359 SPRING PARK RD,JACKSONVILLE,FL,32207,DUVAL COUNTY,1,1,1,30.278600,-81.616000,121198,72280000,12,6,1,125000,209.0515983,0101000020E61000008195438B6C6754C065AA605452473E40
120048000707,JOHN E. FORD K-8 SCHOOL,DUVAL,691,50,423,1137 CLEVELAND ST,JACKSONVILLE,FL,32209,DUVAL COUNTY,1,1,1,30.339000,-81.669800,116437,72020000,12,6,1,130500,230.99381244,0101000020E610000017B7D100DE6A54C0105839B4C8563E40
120048000732,BROOKVIEW ELEMENTARY SCHOOL,DUVAL,738,312,392,10450 THERESA DR,JACKSONVILLE,FL,32246,DUVAL COUNTY,1,1,1,30.319000,-81.528900,115167,72002000,12,4,1,66500,295.05548494,0101000020E6100000AEB6627FD96154C08B6CE7FBA9513E40
120048000736,OAK HILL ELEMENTARY SCHOOL,DUVAL,581,115,421,6910 DAUGHTRY BLVD SOUTH,JACKSONVILLE,FL,32210,DUVAL COUNTY,1,1,1,30.252800,-81.760500,114589,72001000,12,6,1,95500,218.6208199,0101000020E6100000E9263108AC7054C0C66D3480B7403E40
120048000742,JEFFERSON DAVIS MIDDLE SCHOOL,DUVAL,1050,222,632,7050 MELVIN RD,JACKSONVILLE,FL,32210,DUVAL COUNTY,1,1,2,30.253400,-81.760500,114589,72001000,12,6,1,95500,219.12795228,0101000020E6100000E9263108AC7054C070CE88D2DE403E40
120048000762,NATHAN B. FORREST HIGH SCHOOL,DUVAL,1329,303,666,5530 FIRESTONE RD,JACKSONVILLE,FL,32244,DUVAL COUNTY,1,1,3,30.246100,-81.765500,114581,72001000,12,6,1,60000,263.95606213,0101000020E6100000A245B6F3FD7054C0AC8BDB68003F3E40
120048002469,DOUGLAS ANDERSON SCHOOL OF THE ARTS,DUVAL,1218,764,196,2445 SAN DIEGO RD,JACKSONVILLE,FL,32207,DUVAL COUNTY,1,1,3,30.301800,-81.638600,121229,72280000,12,6,1,126500,181.42322968,0101000020E610000070CE88D2DE6854C0CCEEC9C3424D3E40
120048002741,LANDMARK MIDDLE SCHOOL,DUVAL,1179,490,536,101 KERNAN BLVD NORTH,JACKSONVILLE,FL,32225,DUVAL COUNTY,1,1,2,30.317900,-81.487600,118544,72100000,12,6,3,54500,226.49598238,0101000020E6100000E561A1D6345F54C0FE65F7E461513E40
120048002816,DARNELL COOKMAN MIDDLE/HIGH SCHOOL,DUVAL,1166,255,445,1701 NORTH DAVIS ST,JACKSONVILLE,FL,32209,DUVAL COUNTY,1,1,4,30.345500,-81.665500,116447,72020000,12,6,1,117500,256.00547367,0101000020E61000003BDF4F8D976A54C09CC420B072583E40
120048003053,MT. HERMAN ESE CENTER,DUVAL,140,43,91,1741 FRANCIS ST,JACKSONVILLE,FL,32209,DUVAL COUNTY,2,1,4,30.346300,-81.669700,116447,72020000,12,6,1,117500,144.7199127,0101000020E61000006688635DDC6A54C0D49AE61DA7583E40
120048003360,TWIN LAKES ACADEMY ELEMENTARY SCHOOL,DUVAL,913,350,311,8000 POINT MEADOWS DR,JACKSONVILLE,FL,32256,DUVAL COUNTY,1,1,1,30.223900,-81.516300,115262,72002000,12,4,1,90000,196.91158262,0101000020E610000030BB270F0B6154C00C93A98251393E40
120048003361,TWIN LAKES ACADEMY MIDDLE SCHOOL,DUVAL,1287,582,544,8050 POINT MEADOWS DR,JACKSONVILLE,FL,32256,DUVAL COUNTY,1,1,2,30.221800,-81.515800,115263,72002000,12,4,1,90000,150.66333767,0101000020E6100000B7D100DE026154C0B84082E2C7383E40
120048007418,RIVER CITY SCIENCE ACADEMY,DUVAL,844,496,210,7565 BEACH BLVD,JACKSONVILLE,FL,32216,DUVAL COUNTY,1,1,4,30.289500,-81.580200,119748,72190000,12,8,3,56500,98.80102535,0101000020E6100000E9482EFF216554C0273108AC1C4A3E40
120048007826,RIVER CITY SCIENCE ELEMENTARY ACADEMY,DUVAL,353,188,117,3266 SOUTHSIDE BLVD,JACKSONVILLE,FL,32216,DUVAL COUNTY,1,1,1,30.288700,-81.560100,119764,72190000,12,6,3,56500,229.19088336,0101000020E6100000569FABADD86354C0EE5A423EE8493E40
120048008096,DUVAL MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECH,DUVAL,215,72,106,776417 NORMANDY VILLAGE PARKWA,JACKSONVILLE,FL,32221,DUVAL COUNTY,4,1,3,30.265300,-81.765400,114600,72001000,12,6,1,95500,1.91804562,0101000020E6100000F0164850FC7054C0F9A067B3EA433E40
120048008253,RIVER CITY SCIENCE ACADEMY INNOVATION SCHOOL,DUVAL,144,59,36,3251 NEWELL BLVD,JACKSONVILLE,FL,32216,DUVAL COUNTY,1,3,1,30.287600,-81.560000,119764,72190000,12,6,3,56500,108.16774096,0101000020E6100000A4703D0AD76354C061545227A0493E40
120087000911,ALEXANDER ELEMENTARY SCHOOL,HILLSBOROUGH,616,38,566,5602 NORTH LOIS AVE,TAMPA,FL,33614,HILLSBOROUGH COUNTY,1,1,1,27.998200,-82.514100,19460,10150000,12,6,3,71500,230.63807891,0101000020E6100000E9B7AF03E7A054C001DE02098AFF3B40
120087000912,PIERCE MIDDLE SCHOOL,HILLSBOROUGH,1054,83,991,5511 NORTH HESPERIDES ST,TAMPA,FL,33614,HILLSBOROUGH COUNTY,1,1,2,27.998200,-82.518500,19458,10150000,12,6,3,71500,227.31268643,0101000020E610000077BE9F1A2FA154C001DE02098AFF3B40
120087000935,CLEVELAND ELEMENTARY SCHOOL,HILLSBOROUGH,417,47,402,723 EAST HAMILTON AVE,TAMPA,FL,33604,HILLSBOROUGH COUNTY,1,1,1,28.014100,-82.452800,21218,10320000,12,6,1,150500,187.54174618,0101000020E61000003EE8D9ACFA9C54C0A4DFBE0E9C033C40
120087000944,DUNBAR ELEMENTARY MAGNET SCHOOL,HILLSBOROUGH,229,19,191,1730 WEST UNION ST,TAMPA,FL,33607,HILLSBOROUGH COUNTY,1,1,1,27.957600,-82.477600,19793,10190000,12,7,1,189000,238.37268129,0101000020E6100000742497FF909E54C04CA60A4625F53B40
120087000959,GRECO MIDDLE SCHOOL,HILLSBOROUGH,887,131,769,6925 EAST FOWLER AVE,TEMPLE TERRACE,FL,33617,HILLSBOROUGH COUNTY,1,1,2,28.053000,-82.375700,21028,10290000,12,6,3,54500,151.97085401,0101000020E6100000DC4603780B9854C021B07268910D3C40
120087000960,HILLSBOROUGH HIGH SCHOOL,HILLSBOROUGH,1871,412,1218,5000 NORTH CENTRAL AVE,TAMPA,FL,33603,HILLSBOROUGH COUNTY,1,1,3,27.991400,-82.455900,21192,10320000,12,6,1,147500,234.25098293,0101000020E6100000C58F31772D9D54C02041F163CCFD3B40
120087000987,MENDENHALL ELEMENTARY SCHOOL,HILLSBOROUGH,663,84,576,5202 NORTH MENDENHALL DR,TAMPA,FL,33603,HILLSBOROUGH COUNTY,1,1,1,27.993300,-82.479400,19485,10150000,12,6,3,52000,297.30391593,0101000020E6100000F46C567DAE9E54C0E71DA7E848FE3B40
120087000989,MILES ELEMENTARY SCHOOL,HILLSBOROUGH,822,129,792,317 EAST 124TH AVE,TAMPA,FL,33612,HILLSBOROUGH COUNTY,1,1,1,28.059500,-82.456400,21284,10320000,12,6,1,112000,176.02428542,0101000020E61000003E7958A8359D54C0AC1C5A643B0F3C40
120087000994,OAK PARK ELEMENTARY SCHOOL,HILLSBOROUGH,605,22,596,2716 NORTH 46TH ST,TAMPA,FL,33605,HILLSBOROUGH COUNTY,1,1,1,27.967600,-82.407000,19882,10190000,12,6,1,156500,263.20734887,0101000020E6100000355EBA490C9A54C00F9C33A2B4F73B40
120087001011,JEFFERSON HIGH SCHOOL,HILLSBOROUGH,1544,143,1130,4401 WEST CYPRESS ST RM J06,TAMPA,FL,33607,HILLSBOROUGH COUNTY,1,1,3,27.953300,-82.520500,19741,10190000,12,6,1,196500,290.43622196,0101000020E61000005A643BDF4FA154C0DC4603780BF43B40
120087001015,SEMINOLE ELEMENTARY SCHOOL,HILLSBOROUGH,474,172,359,6201 NORTH CENTRAL AVE,TAMPA,FL,33604,HILLSBOROUGH COUNTY,1,1,1,28.004000,-82.454700,21208,10320000,12,6,1,147000,173.2127253,0101000020E6100000705F07CE199D54C01B2FDD2406013C40
120087001017,SHORE ELEMENTARY MAGNET SCHOOL,HILLSBOROUGH,389,79,270,1908 EAST 2ND AVE,TAMPA,FL,33605,HILLSBOROUGH COUNTY,1,1,1,27.957500,-82.437700,15368,10002000,12,4,2,50000,272.92193033,0101000020E6100000645DDC46039C54C085EB51B81EF53B40
120087002505,ARMWOOD HIGH SCHOOL,HILLSBOROUGH,1735,645,1322,12000 EAST US HWY 92,SEFFNER,FL,33584,HILLSBOROUGH COUNTY,1,1,3,28.005400,-82.296000,19986,10190000,12,6,1,123000,188.88031175,0101000020E61000006DE7FBA9F19254C0FE65F7E461013C40
120087003179,BLAKE HIGH SCHOOL,HILLSBOROUGH,1661,487,1020,1701 NORTH BLVD,TAMPA,FL,33607,HILLSBOROUGH COUNTY,1,1,3,27.958100,-82.466200,19810,10190000,12,8,1,189000,237.35965909,0101000020E61000004B598638D69D54C0304CA60A46F53B40
120087003185,WHARTON HIGH SCHOOL,HILLSBOROUGH,2324,814,1090,20150 BRUCE B DOWNS BLVD,TAMPA,FL,33647,HILLSBOROUGH COUNTY,1,1,3,28.157700,-82.354300,22400,10590000,12,4,4,63000,82.97374123,0101000020E6100000423EE8D9AC9654C04694F6065F283C40
120087003380,PIZZO ELEMENTARY SCHOOL,HILLSBOROUGH,695,77,643,11701 USF BULL RUN ST,TAMPA,FL,33617,HILLSBOROUGH COUNTY,1,1,1,28.055500,-82.404400,21004,10290000,12,6,3,61500,118.37373771,0101000020E610000027A089B0E19954C091ED7C3F350E3C40
120087003383,SATELITE ALTERNATIVE SCHOOLS,HILLSBOROUGH,14,3,11,1009 NORTH PARSONS RD,SEFFNER,FL,33584,HILLSBOROUGH COUNTY,4,1,4,28.007600,-82.285100,19993,10190000,12,6,1,123000,186.83262427,0101000020E6100000BC0512143F9254C01973D712F2013C40
120087003942,ESE BIRTH THRU AGE 5,HILLSBOROUGH,294,116,133,1202 EAST PALM AVE,TAMPA,FL,33605,HILLSBOROUGH COUNTY,2,1,1,27.962900,-82.445700,19839,10190000,12,8,1,167000,210.13639625,0101000020E6100000F1F44A59869C54C08351499D80F63B40
120087004096,MACFARLANE PARK ELEMENTARY MAGNET SCHOOL,HILLSBOROUGH,362,128,141,1721 NORTH MACDILL AVE,TAMPA,FL,33607,HILLSBOROUGH COUNTY,1,1,1,27.958200,-82.492700,19771,10190000,12,7,1,182000,285.1194344,0101000020E61000004FAF9465889F54C0F7065F984CF53B40
120087004098,BRANDON ALTERNATIVE SCHOOL,HILLSBOROUGH,125,23,104,1009 NORTH PARSONS RD,SEFFNER,FL,33584,HILLSBOROUGH COUNTY,4,1,4,28.007800,-82.285100,19993,10190000,12,6,1,123000,165.65751655,0101000020E6100000BC0512143F9254C0A7E8482EFF013C40
120087004101,TAMPA CHARTER SCHOOL,HILLSBOROUGH,200,71,92,5429 EAST BEAUMONT CENTER BLVD,TAMPA,FL,33634,HILLSBOROUGH COUNTY,1,1,1,27.997200,-82.547900,21784,10470000,12,4,2,63000,207.44531791,0101000020E61000009E5E29CB10A354C03A92CB7F48FF3B40
120087004352,MEMORIAL MIDDLE SCHOOL,HILLSBOROUGH,687,94,648,4702 NORTH CENTRAL AVE,TAMPA,FL,33603,HILLSBOROUGH COUNTY,1,1,2,27.988200,-82.456000,21185,10320000,12,6,1,147500,246.04206066,0101000020E610000077BE9F1A2F9D54C03EE8D9ACFAFC3B40
120087006987,BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL,HILLSBOROUGH,424,159,151,10948 NORTH CENTRAL AVE,TAMPA,FL,33612,HILLSBOROUGH COUNTY,1,1,3,28.049500,-82.455800,21270,10320000,12,6,1,141000,100.09592718,0101000020E61000001361C3D32B9D54C0E9263108AC0C3C40
120087007146,HILLSBOROUGH VIRTUAL FRANCHISE HIGH SCHOOL,HILLSBOROUGH,55,24,14,129 EAST 124TH AVE,TAMPA,FL,33612,HILLSBOROUGH COUNTY,1,1,4,28.059500,-82.456400,21284,10320000,12,6,1,112000,176.02428542,0101000020E61000003E7958A8359D54C0AC1C5A643B0F3C40
120087007280,MOSI PARTNERSHIP ELEMENTARY,HILLSBOROUGH,239,18,231,4801 EAST FOWLER AVE,TAMPA,FL,33617,HILLSBOROUGH COUNTY,1,1,1,28.053800,-82.404600,21004,10290000,12,6,3,61500,70.10101554,0101000020E61000008BFD65F7E49954C0598638D6C50D3C40
